,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
880,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lantana,135.8034250624815,6.7901712531240745,269091.125,Palm Beach County,86.0,426.0,0.0332163742690058,0.0067056530214424,0.0399220272904483,Florida,Palm Beach County,1426772.0,691154.0,735618.0,994387.0,655496.0,19.0,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54
881,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Largo,112.01530368244859,5.600765184122429,239723.72727272726,Pinellas County,332.0,1810.0,0.02114634203332,0.0038787765497581,0.0250251185830782,Florida,Pinellas County,949842.0,456017.0,493825.0,746969.0,438915.0,8.61,75.53,9.95,0.22,3.19,0.09,51968.46,33146.87,13.82,18.63,38.03,18.54,27.94,7.09,8.4,78.8,7.53,1.98,1.79,2.95,6.95,24.65,83.58,10.63,5.64,0.15,6.52
882,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lauderdale Lakes,83.57811746039536,4.178905873019768,106811.375,Broward County,276.0,781.0,0.0213463798616995,0.0075436630497171,0.0288900429114166,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
883,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lauderdale-by-the-Sea,137.34775205430833,6.867387602715416,478677.875,Broward County,14.0,108.0,0.0160738205090043,0.0020836433993153,0.0181574639083196,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
884,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lauderhill,103.59446916323822,5.179723458161911,162214.9583333333,Broward County,632.0,1909.0,0.0263597575288935,0.0087267505281617,0.0350865080570552,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
885,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lawtey,129.78822908281487,6.489411454140743,134537.54166666666,Bradford County,2.0,7.0,0.0096551724137931,0.0027586206896551,0.0124137931034482,Florida,Bradford County,26775.0,14754.0,12021.0,21017.0,9118.0,3.65,73.97,19.6,0.32,0.58,0.02,45471.25,19416.25,19.77,25.62,31.25,22.42,24.32,10.98,11.02,87.65,7.05,0.05,2.02,1.68,1.55,30.92,71.53,24.58,3.78,0.15,8.05
886,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Leesburg,67.35185808277467,3.3675929041387334,207155.25,Lake County,159.0,949.0,0.0394381415451107,0.006607654905872,0.0460457964509828,Florida,Lake County,326215.0,157897.0,168318.0,252229.0,131532.0,12.17,74.67,9.31,0.32,1.42,0.02,48045.3,26047.73,14.4,22.45,29.88,22.41,27.11,10.74,9.87,80.5,9.92,0.41,1.08,1.97,6.12,27.42,81.97,11.82,6.12,0.09,7.39
887,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lighthouse Point,133.31977552366055,6.665988776183028,553821.5833333334,Broward County,7.0,201.0,0.0176734370878396,0.0006154928339048,0.0182889299217444,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
888,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Longboat Key,71.91336835673012,3.5956684178365057,776878.3333333333,Sarasota County,0.0,75.0,0.0102152002179242,0.0,0.0102152002179242,Florida,Sarasota County,404839.0,193328.0,211511.0,324231.0,160224.0,8.5,84.9,3.53,0.21,1.62,0.02,58895.36,40250.87,10.25,15.08,36.27,20.46,26.69,9.33,7.24,81.1,6.27,0.71,1.14,2.29,8.49,22.9,81.6,9.01,9.17,0.22,5.91
889,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Longwood,92.67440453891702,4.633720226945851,340191.0,Seminole County,40.0,259.0,0.0163996707402013,0.0025327676818843,0.0189324384220857,Florida,Seminole County,449260.0,217099.0,232161.0,334104.0,220949.0,19.6,61.37,12.6,0.14,3.66,0.08,63277.62,30509.43,12.65,16.42,43.53,15.92,26.71,6.43,7.4,81.6,7.92,0.95,0.82,1.64,7.06,26.92,82.8,11.34,5.61,0.24,6.8
890,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Lynn Haven,69.04740535529696,3.452370267764848,256013.33333333334,Bay County,22.0,193.0,0.0093088313316934,0.0010611103072396,0.0103699416389331,Florida,Bay County,180117.0,89542.0,90575.0,137132.0,80334.0,6.33,76.17,11.51,0.86,2.22,0.02,50940.21,27171.49,15.57,22.93,31.42,22.77,25.4,9.8,10.61,80.27,11.25,1.4,1.63,2.18,3.25,22.62,78.47,15.5,5.8,0.23,6.49
891,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Madeira Beach,166.44675078099107,8.322337539049553,544659.1666666666,Pinellas County,15.0,126.0,0.0292004634994206,0.0034762456546929,0.0326767091541135,Florida,Pinellas County,949842.0,456017.0,493825.0,746969.0,438915.0,8.61,75.53,9.95,0.22,3.19,0.09,51968.46,33146.87,13.82,18.63,38.03,18.54,27.94,7.09,8.4,78.8,7.53,1.98,1.79,2.95,6.95,24.65,83.58,10.63,5.64,0.15,6.52
892,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Maitland,120.62525190474732,6.031262595237366,368132.375,Orange County,29.0,297.0,0.0166265464927503,0.0016234675026591,0.0182500139954095,Florida,Orange County,1290216.0,633835.0,656381.0,878929.0,642687.0,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08
893,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Manalapan,155.99111201364232,7.799555600682116,2583285.25,Palm Beach County,0.0,13.0,0.0274841437632135,0.0,0.0274841437632135,Florida,Palm Beach County,1426772.0,691154.0,735618.0,994387.0,655496.0,19.0,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54
894,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Mangonia Park,107.84175396980513,5.392087698490256,159703.45833333334,Palm Beach County,37.0,249.0,0.1224790949335956,0.0181997048696507,0.1406787998032464,Florida,Palm Beach County,1426772.0,691154.0,735618.0,994387.0,655496.0,19.0,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54
895,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Marco Island,94.52328181882002,4.726164090941001,640179.7083333333,Collier County,15.0,103.0,0.0056840130235638,0.0008277688869267,0.0065117819104905,Florida,Collier County,356774.0,175608.0,181166.0,247583.0,150802.0,21.9,69.34,6.5,0.3,1.19,0.0,68945.37,48957.15,12.76,18.67,33.86,21.63,26.13,11.76,6.63,71.78,9.92,2.24,1.81,3.41,10.85,22.88,83.85,7.66,8.24,0.25,4.77
896,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Margate,144.32466192624213,7.216233096312107,241373.08333333334,Broward County,105.0,675.0,0.0113542700465945,0.0017662197850258,0.0131204898316203,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
897,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Mascotte,63.96639126666144,3.198319563333072,216429.41666666666,Lake County,24.0,182.0,0.0281385281385281,0.0037105751391465,0.0318491032776747,Florida,Lake County,326215.0,157897.0,168318.0,252229.0,131532.0,12.17,74.67,9.31,0.32,1.42,0.02,48045.3,26047.73,14.4,22.45,29.88,22.41,27.11,10.74,9.87,80.5,9.92,0.41,1.08,1.97,6.12,27.42,81.97,11.82,6.12,0.09,7.39
898,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Melbourne,106.64468139199276,5.332234069599638,270111.3333333333,Brevard County,757.0,2531.0,0.030200701620409,0.0090327661503949,0.039233467770804,Florida,Brevard County,568183.0,277666.0,290517.0,445123.0,239195.0,8.82,76.41,9.75,0.26,2.15,0.09,52591.49,30145.1,14.27,20.11,37.73,19.6,24.51,8.69,9.47,80.44,8.15,0.76,1.48,2.97,6.2,24.22,80.84,13.51,5.42,0.23,7.85
899,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Melbourne Beach,136.49576513491732,6.824788256745866,485279.1666666666,Brevard County,1.0,37.0,0.0111412225233363,0.0003011141222523,0.0114423366455886,Florida,Brevard County,568183.0,277666.0,290517.0,445123.0,239195.0,8.82,76.41,9.75,0.26,2.15,0.09,52591.49,30145.1,14.27,20.11,37.73,19.6,24.51,8.69,9.47,80.44,8.15,0.76,1.48,2.97,6.2,24.22,80.84,13.51,5.42,0.23,7.85
900,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Melbourne Village,124.19878320312914,6.209939160156457,307228.125,Brevard County,0.0,12.0,0.0171919770773638,0.0,0.0171919770773638,Florida,Brevard County,568183.0,277666.0,290517.0,445123.0,239195.0,8.82,76.41,9.75,0.26,2.15,0.09,52591.49,30145.1,14.27,20.11,37.73,19.6,24.51,8.69,9.47,80.44,8.15,0.76,1.48,2.97,6.2,24.22,80.84,13.51,5.42,0.23,7.85
901,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami,138.98547682621708,6.949273841310854,399114.5,Miami-Dade County,2645.0,13092.0,0.0274983091858467,0.005555532217886,0.0330538414037328,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
902,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami Beach,132.02379258361563,6.601189629180782,376803.8333333333,Miami-Dade County,668.0,5109.0,0.0573935315726209,0.0075041845939539,0.0648977161665749,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
903,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami Gardens,171.90666177363457,8.595333088681729,308965.2916666666,Miami-Dade County,782.0,2775.0,0.0251623082224076,0.0070907837945667,0.0322530920169743,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
904,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami Lakes,128.8595538895917,6.442977694479585,447286.5,Miami-Dade County,31.0,425.0,0.0134561803444782,0.0009815096251266,0.0144376899696048,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
905,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami Shores,192.59722482897877,9.629861241448939,662502.0,Miami-Dade County,28.0,540.0,0.0521336165282873,0.002703224560726,0.0548368410890133,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
906,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miami Springs,143.28212893832603,7.164106446916302,467915.125,Miami-Dade County,92.0,365.0,0.0262118491921005,0.0066068222621184,0.032818671454219,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
907,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Milton,62.21369068714234,3.110684534357117,199762.7083333333,Santa Rosa County,9.0,127.0,0.0118381804623415,0.0008389261744966,0.0126771066368381,Florida,Santa Rosa County,166778.0,85374.0,81404.0,126537.0,70810.0,4.92,84.24,4.84,0.5,1.79,0.13,61932.28,29071.52,11.63,16.33,36.5,16.32,25.85,11.57,9.76,82.74,10.23,0.12,0.54,1.03,5.33,28.46,77.56,16.45,5.85,0.14,6.25
908,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Miramar,127.69187727536229,6.3845938637681146,357792.5416666666,Broward County,349.0,1500.0,0.0104551474175785,0.0024325642991566,0.0128877117167352,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
909,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Monticello,150.18185350109084,7.509092675054542,190980.0833333333,Jefferson County,15.0,92.0,0.0383813099707968,0.0062578222778473,0.0446391322486441,Florida,Jefferson County,14085.0,7554.0,6531.0,11470.0,4922.0,3.43,61.17,33.1,0.37,0.2,0.0,46588.0,23755.33,13.8,18.67,41.03,22.37,20.73,9.97,5.87,84.33,10.4,0.0,0.63,0.4,4.27,28.67,65.73,28.87,5.43,0.0,7.2
910,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Mount Dora,86.86576291917237,4.343288145958619,277327.25,Lake County,30.0,465.0,0.0314167961624214,0.0020268900749949,0.0334436862374163,Florida,Lake County,326215.0,157897.0,168318.0,252229.0,131532.0,12.17,74.67,9.31,0.32,1.42,0.02,48045.3,26047.73,14.4,22.45,29.88,22.41,27.11,10.74,9.87,80.5,9.92,0.41,1.08,1.97,6.12,27.42,81.97,11.82,6.12,0.09,7.39
911,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Naples,92.3120788046095,4.615603940230475,384116.875,Collier County,21.0,276.0,0.0123280328747543,0.00093800250134,0.0132660353760943,Florida,Collier County,356774.0,175608.0,181166.0,247583.0,150802.0,21.9,69.34,6.5,0.3,1.19,0.0,68945.37,48957.15,12.76,18.67,33.86,21.63,26.13,11.76,6.63,71.78,9.92,2.24,1.81,3.41,10.85,22.88,83.85,7.66,8.24,0.25,4.77
912,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Neptune Beach,157.74643770348277,7.8873218851741385,548247.5,Duval County,17.0,117.0,0.0160603980782429,0.0023335621139327,0.0183939601921757,Florida,Duval County,912043.0,442115.0,469928.0,666437.0,430830.0,8.35,53.62,31.31,0.17,3.77,0.08,52057.69,28363.49,17.8,25.11,34.18,19.77,26.86,8.13,11.07,78.77,9.7,2.85,1.94,2.16,4.58,24.33,83.73,11.57,4.61,0.09,8.16
913,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,New Port Richey,82.75818362658546,4.137909181329273,209306.7083333333,Pasco County,117.0,434.0,0.0255986787778695,0.0069010263064763,0.0324997050843458,Florida,Pasco County,498136.0,242448.0,255688.0,378439.0,202690.0,12.81,78.73,4.42,0.3,2.02,0.06,49144.29,25788.78,14.86,21.24,32.8,20.16,27.72,10.02,9.3,79.9,9.15,0.43,1.19,2.24,7.09,30.86,82.02,11.89,5.84,0.25,7.65
914,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,New Smyrna Beach,126.24536037335936,6.312268018667968,347840.5833333333,Volusia County,75.0,458.0,0.016138125440451,0.0026427061310782,0.0187808315715292,Florida,Volusia County,518660.0,252651.0,266009.0,410687.0,212016.0,11.55,73.9,10.7,0.29,1.61,0.05,45639.06,26347.27,16.69,22.13,31.31,21.36,25.92,10.92,10.49,79.47,8.84,1.21,1.53,2.91,6.04,25.04,82.63,11.4,5.82,0.14,6.64
915,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Niceville,96.56004967019571,4.828002483509786,352848.0833333333,Okaloosa County,9.0,48.0,0.0029366778831446,0.0005506271030896,0.0034873049862343,Florida,Okaloosa County,197591.0,100239.0,97352.0,148106.0,85823.0,9.49,74.72,8.61,0.41,2.96,0.19,61859.07,32034.41,11.38,16.17,35.83,22.4,24.47,9.39,7.91,82.86,8.62,0.3,1.65,2.91,3.65,22.97,73.19,20.13,6.57,0.13,5.83
916,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Bay Village,124.54364574251878,6.227182287125939,275681.0833333333,Miami-Dade County,16.0,114.0,0.013962033067973,0.0019595835884874,0.0159216166564605,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
917,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Lauderdale,143.43525615167405,7.171762807583702,244858.9166666667,Broward County,192.0,646.0,0.014478461607423,0.0043031960195436,0.0187816576269666,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
918,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Miami,157.0493569524404,7.85246784762202,289882.5,Miami-Dade County,481.0,2008.0,0.0318179657418117,0.0076217338256033,0.0394396995674151,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
919,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Miami Beach,168.02713976726707,8.401356988363354,319304.3333333333,Miami-Dade County,318.0,1172.0,0.0270838629168303,0.0073486931805051,0.0344325560973355,Florida,Miami-Dade County,2702602.0,1311997.0,1390605.0,1578079.0,1272735.0,65.35,16.01,16.05,0.11,1.54,0.03,53910.99,28144.99,19.23,23.78,32.4,21.17,27.05,9.14,10.24,75.33,8.65,5.8,2.7,2.28,5.25,30.77,82.43,9.54,7.84,0.18,7.47
920,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Palm Beach,116.5878997645847,5.829394988229235,402432.375,Palm Beach County,12.0,89.0,0.0067144473783477,0.0009053187476423,0.0076197661259901,Florida,Palm Beach County,1426772.0,691154.0,735618.0,994387.0,655496.0,19.0,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54
921,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Port,101.39865040827817,5.069932520413909,247972.16666666666,Sarasota County,117.0,743.0,0.0102639903852795,0.0016162676649767,0.0118802580502562,Florida,Sarasota County,404839.0,193328.0,211511.0,324231.0,160224.0,8.5,84.9,3.53,0.21,1.62,0.02,58895.36,40250.87,10.25,15.08,36.27,20.46,26.69,9.33,7.24,81.1,6.27,0.71,1.14,2.29,8.49,22.9,81.6,9.01,9.17,0.22,5.91
922,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,North Redington Beach,123.91396308203231,6.195698154101615,703176.5416666667,Pinellas County,2.0,17.0,0.0114709851551956,0.0013495276653171,0.0128205128205128,Florida,Pinellas County,949842.0,456017.0,493825.0,746969.0,438915.0,8.61,75.53,9.95,0.22,3.19,0.09,51968.46,33146.87,13.82,18.63,38.03,18.54,27.94,7.09,8.4,78.8,7.53,1.98,1.79,2.95,6.95,24.65,83.58,10.63,5.64,0.15,6.52
923,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Oakland,101.97755001373505,5.098877500686752,375156.7916666667,Orange County,18.0,56.0,0.0175383651738177,0.0056373316630128,0.0231756968368305,Florida,Orange County,1290216.0,633835.0,656381.0,878929.0,642687.0,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08
924,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Oakland Park,166.89932203607552,8.344966101803776,278072.9166666666,Broward County,258.0,1613.0,0.0353371598825746,0.0056521929632388,0.0409893528458134,Florida,Broward County,1890416.0,920265.0,970151.0,1247710.0,930561.0,26.34,42.24,25.88,0.15,3.05,0.04,59975.03,31633.87,14.36,18.37,35.33,20.32,27.24,8.42,8.7,79.2,8.81,3.04,1.45,2.3,5.2,27.87,82.96,10.38,6.5,0.16,7.72
925,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Ocean Ridge,144.25434480687665,7.212717240343832,1093114.3333333333,Palm Beach County,4.0,34.0,0.0172064777327935,0.0020242914979757,0.0192307692307692,Florida,Palm Beach County,1426772.0,691154.0,735618.0,994387.0,655496.0,19.0,60.11,16.73,0.09,2.32,0.03,63441.32,39902.55,13.51,18.13,37.28,20.9,26.49,8.29,7.05,77.23,9.15,1.99,1.63,2.13,7.87,24.97,82.92,9.59,7.3,0.2,7.54
926,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Ocoee,93.9096486268515,4.695482431342575,302248.8333333333,Orange County,132.0,1131.0,0.0226757824247649,0.0026465104156224,0.0253222928403873,Florida,Orange County,1290216.0,633835.0,656381.0,878929.0,642687.0,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08
927,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Okeechobee,75.21184587523283,3.760592293761641,193113.74242424243,Okeechobee County,10.0,209.0,0.0358306188925081,0.0017143836790673,0.0375450025715755,Florida,Okeechobee County,40228.0,21767.0,18461.0,28113.0,14085.0,22.75,65.55,8.47,0.77,0.91,0.17,39682.36,18997.82,22.42,32.62,20.29,23.15,22.35,20.65,13.57,81.0,12.75,0.27,1.73,1.88,2.35,24.78,78.4,13.39,8.15,0.08,9.26
928,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Oldsmar,105.69420334823236,5.284710167411618,285704.75,Pinellas County,22.0,189.0,0.0124195032198712,0.0014456564594559,0.0138651596793271,Florida,Pinellas County,949842.0,456017.0,493825.0,746969.0,438915.0,8.61,75.53,9.95,0.22,3.19,0.09,51968.46,33146.87,13.82,18.63,38.03,18.54,27.94,7.09,8.4,78.8,7.53,1.98,1.79,2.95,6.95,24.65,83.58,10.63,5.64,0.15,6.52
929,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Orange City,101.27486000791262,5.063743000395631,207714.16666666666,Volusia County,36.0,568.0,0.0456078368395696,0.0028906375461699,0.0484984743857395,Florida,Volusia County,518660.0,252651.0,266009.0,410687.0,212016.0,11.55,73.9,10.7,0.29,1.61,0.05,45639.06,26347.27,16.69,22.13,31.31,21.36,25.92,10.92,10.49,79.47,8.84,1.21,1.53,2.91,6.04,25.04,82.63,11.4,5.82,0.14,6.64
930,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Orange Park,81.50777088155372,4.075388544077686,241981.75,Clay County,30.0,165.0,0.0186146209386281,0.003384476534296,0.0219990974729241,Florida,Clay County,203291.0,100119.0,103172.0,149644.0,91705.0,8.17,77.53,8.37,0.18,2.33,0.07,58689.77,27263.03,12.57,16.49,31.66,19.11,26.32,11.41,11.5,83.51,8.63,0.12,1.45,1.67,4.62,32.67,80.92,15.14,3.88,0.05,8.29
931,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Orlando,105.86848337596619,5.2934241687983095,277447.1666666666,Orange County,2524.0,11158.0,0.0380347896633181,0.0086036753101106,0.0466384649734288,Florida,Orange County,1290216.0,633835.0,656381.0,878929.0,642687.0,28.41,43.52,20.53,0.12,4.41,0.06,54306.46,28229.03,17.83,24.15,35.39,21.39,26.1,7.62,9.5,78.27,9.83,3.21,1.45,2.31,4.92,27.15,86.27,8.97,4.6,0.16,7.08
932,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Ormond Beach,100.41970610888342,5.020985305444171,294047.1666666666,Volusia County,161.0,1035.0,0.0233787355153486,0.0036366921912764,0.0270154277066251,Florida,Volusia County,518660.0,252651.0,266009.0,410687.0,212016.0,11.55,73.9,10.7,0.29,1.61,0.05,45639.06,26347.27,16.69,22.13,31.31,21.36,25.92,10.92,10.49,79.47,8.84,1.21,1.53,2.91,6.04,25.04,82.63,11.4,5.82,0.14,6.64
933,FL,60097.0,25.527122186821437,0.7090867274117065,10.0,Oviedo,100.73672796171593,5.036836398085796,370899.0,Seminole County,52.0,247.0,0.0057571731580542,0.0012120364543272,0.0069692096123814,Florida,Seminole County,449260.0,217099.0,232161.0,334104.0,220949.0,19.6,61.37,12.6,0.14,3.66,0.08,63277.62,30509.43,12.65,16.42,43.53,15.92,26.71,6.43,7.4,81.6,7.92,0.95,0.82,1.64,7.06,26.92,82.8,11.34,5.61,0.24,6.8
