,State Abbreviation,Average Household Income 2020/2021,"Percent Change in Household Income, 1984-2019","Average Yearly Percent Change in Household Income, 1984-2019",MinWage,City,"Percent Change in Housing Prices, 2000-2019","Average Yearly Percent Change in Housing Prices, 2000-2019",Average House Price 2020/2021,County Name,Violent Crime Total,Property Crime Total,Property Crime Per Capita,Violent Crime Per Capita,Total Crime Per Capita,State,County,TotalPop,Men,Women,VotingAgeCitizen,Employed,Hispanic,White,Black,Native,Asian,Pacific,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
500,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Gabriel,2.789705562,2.789705562,1.24341772,Los Angeles County,-0.075524125,-0.069644794,-0.280663248,-0.265078015,-0.295937739,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
501,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Jacinto,1.516291305,1.516291305,-0.027646914,Riverside County,-0.056133523,0.165802171,0.745423722,-0.235417193,0.624773022,California,Riverside County,1.003645346,1.020381973,0.987336386,0.991235892,0.806361379,2.447738595,-1.567583941,-0.372933318,-0.165306487,0.253542157,0.582017958,0.004826039,-0.581125419,0.319492954,0.353973522,-0.931872485,1.287046078,0.632665661,0.650277799,-0.021357126,-0.262314652,1.643743227,-0.370242662,-0.477260258,0.091690535,0.42410891,1.364331162,-0.397713745,0.032811976,0.804415983,-0.111250646,1.51323699
502,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Jose,1.563200671,1.563200671,2.070139519,Santa Clara County,3.549675257,5.790647751,0.352779399,0.513963468,0.403143972,California,Santa Clara County,0.720626344,0.75050426,0.691587479,0.657952064,0.791070361,0.903450781,-1.818043973,-0.662504022,-0.246679404,5.855590078,0.929572516,2.75509344,2.216937439,-1.087001133,-1.217233071,2.148258646,-1.075498231,-2.123741365,-0.955711948,-1.095379403,-0.534856225,0.553953299,0.255998095,-0.294248923,1.347193167,0.146601426,0.480865586,0.98297832,-1.100338539,-0.097299212,-0.492453379,-0.489999104
503,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Juan Capistrano,1.137113751,1.137113751,1.369603292,Orange County,-0.08564096,-0.125428387,-0.581110387,-0.308454646,-0.571489766,California,Orange County,1.514366022,1.520957382,1.507864112,1.53803558,1.585185379,1.394488294,-1.281343904,-0.739181622,-0.226336175,2.766023355,0.775103824,1.325069399,0.941691377,-0.605198152,-0.677994968,0.7161293,-0.30654051,0.854286326,-0.8912267,-0.698328653,0.024405384,0.108130146,-0.210443296,-0.400513569,0.253690875,0.56014199,0.361229623,0.342781072,-0.815780562,0.730429095,0.19371154,-0.42929498
504,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Leandro,1.603227013,1.603227013,1.03665925,Alameda County,0.25074382,0.656798296,1.309010152,0.818756591,1.308786571,California,Alameda County,0.541028385,0.538548323,0.543396397,0.549450891,0.602495414,0.607965543,-1.815488258,0.178243316,-0.195821331,4.483539799,2.551493787,1.58468361,1.337937786,-0.503278291,-0.745871093,1.630954572,-0.62317016,-1.394240008,-1.032480101,-0.837296415,-2.814438048,0.435067125,2.611959013,0.815626273,2.177444907,0.734264332,1.426449835,-0.220592506,-0.033246126,0.559334417,-0.263731739,-0.237843512
505,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Luis Obispo,1.319146883,1.319146883,1.134620607,San Luis Obispo County,0.035761066,0.205504007,1.0349398,0.54292975,1.0168371,California,San Luis Obispo County,-0.319615297,-0.31289505,-0.326112828,-0.312341629,-0.329829963,0.631690635,-0.028532601,-0.627322534,-0.161915948,-0.113515643,-0.113091158,0.233014059,0.383785154,0.149008822,-0.700620343,0.606876785,0.862553581,-0.886359317,0.042274032,-1.05170382,-0.892468577,0.162619643,-0.348648153,1.541768023,1.843319207,1.37634047,-1.115814386,-2.275625674,1.483549518,2.140804144,1.489800833,-0.994310289
506,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Marcos,1.399418235,1.399418235,0.830829757,San Diego County,0.02480116,0.042424946,-0.48693377,-0.233150529,-0.474515434,California,San Diego County,1.595901969,1.641268808,1.551773744,1.729183824,1.551847965,1.438343767,-1.120333883,-0.456827634,-0.175478101,1.262460388,1.045424035,0.696295575,0.441310225,-0.225315032,-0.397691712,0.587132355,0.709457926,-0.087601502,-0.467466499,-0.948470625,-0.377317743,-0.233667604,0.046531359,-0.064008856,0.527066448,1.213100774,-0.020685183,-0.547093103,0.2182828,0.78129508,0.117470994,0.224441741
507,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Marino,10.56770609,10.56770609,5.260050595,Los Angeles County,-0.128637511,-0.141761421,0.041932983,-0.579950749,-0.062167695,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
508,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Mateo,2.337203,2.337203,3.018789423,San Mateo County,0.09224673,0.377880333,0.273571293,-0.02686883,0.239549903,California,San Mateo County,-0.011370018,-0.009904564,-0.012791021,-0.02552142,0.038809019,0.698552258,-1.356993057,-0.694077151,-0.256851019,4.410913389,4.250649405,2.968902241,3.051466411,-1.420557043,-1.403263932,1.928437322,-0.776265815,-0.927913191,-1.195228584,-1.291919523,-1.380837869,0.301320179,1.473928395,-0.075816039,1.002942445,0.260869213,0.524578727,0.135783962,-0.678582966,0.933893036,0.117470994,-0.989640741
509,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Pablo,1.802905255,1.802905255,0.318310073,Contra Costa County,0.00288135,0.013025485,0.62103432,0.888980011,0.706944687,California,Contra Costa County,0.218366085,0.213527981,0.223044677,0.229520832,0.213386372,0.79776628,-1.176048462,-0.16906111,-0.219555098,2.324376269,1.199892728,1.947145732,1.539785452,-0.925782443,-0.957041259,1.029407594,-0.104732602,-0.069133113,-0.55344683,-1.105305671,-1.749477915,1.103801854,1.659641172,-0.512681807,0.263815896,0.979123876,2.4226493,-0.472403424,-0.08406005,1.178974602,0.041230447,0.03765982
510,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Rafael,0.564629287,0.564629287,2.181243466,Marin County,0.054308597,0.27887702,0.954631368,0.403652235,0.921247373,California,Marin County,-0.331927099,-0.332008485,-0.331824711,-0.343304056,-0.328100494,0.103987071,0.179502569,-0.659797753,-0.246679404,0.243727778,0.041377534,2.661266318,4.444063908,-1.229688939,-1.394465175,2.497076915,-1.451278475,-0.927913191,-1.216723666,-1.750513139,-2.16695489,-0.818191292,1.402666516,0.762493949,0.871317169,3.678020185,1.359729779,-1.242774113,-0.886920056,4.300296432,0.19371154,-1.069023057
511,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,San Ramon,2.037823343,2.037823343,2.783712539,Contra Costa County,-0.093228587,-0.001548607,-0.454244133,-0.650342875,-0.517017972,California,Contra Costa County,0.218366085,0.213527981,0.223044677,0.229520832,0.213386372,0.79776628,-1.176048462,-0.16906111,-0.219555098,2.324376269,1.199892728,1.947145732,1.539785452,-0.925782443,-0.957041259,1.029407594,-0.104732602,-0.069133113,-0.55344683,-1.105305671,-1.749477915,1.103801854,1.659641172,-0.512681807,0.263815896,0.979123876,2.4226493,-0.472403424,-0.08406005,1.178974602,0.041230447,0.03765982
512,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Sanger,0.804433733,0.804433733,-0.136515136,Fresno County,-0.045173618,-0.10834152,-0.190546878,0.550378925,-0.075429932,California,Fresno County,0.121388251,0.130635323,0.112408034,0.057540586,0.021582548,2.735315469,-1.943785132,-0.445100472,-0.138182181,1.101504561,0.2344634,-0.566541177,-1.030909605,2.057689861,1.989285344,-1.020064273,0.695540139,-0.276902487,1.807941536,0.089817084,-0.188271566,1.519903463,-0.359445408,-0.435935118,0.942192318,-0.228849875,-0.828227936,-0.916273516,1.010980021,0.133909812,0.19371154,1.784070775
513,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Ana,2.254224173,2.254224173,0.704133084,Orange County,1.065992146,1.538782124,0.202820813,0.527254121,0.271613721,California,Orange County,1.514366022,1.520957382,1.507864112,1.53803558,1.585185379,1.394488294,-1.281343904,-0.739181622,-0.226336175,2.766023355,0.775103824,1.325069399,0.941691377,-0.605198152,-0.677994968,0.7161293,-0.30654051,0.854286326,-0.8912267,-0.698328653,0.024405384,0.108130146,-0.210443296,-0.400513569,0.253690875,0.56014199,0.361229623,0.342781072,-0.815780562,0.730429095,0.19371154,-0.42929498
514,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Barbara,0.579586584,0.579586584,2.474739145,Santa Barbara County,0.189199737,0.348229595,0.397045005,0.511664004,0.442248756,California,Santa Barbara County,-0.215740176,-0.209586151,-0.22169568,-0.244672214,-0.219459635,2.042255203,-1.067686162,-0.684154168,-0.199211869,0.131843849,-0.035856812,0.651278426,0.554405479,0.108240877,-0.279536976,0.201457816,1.005210896,-1.269578384,1.264423017,-1.148981254,-1.58406251,1.911237119,0.020617949,0.933698102,3.098821838,0.799560211,-1.447113977,-1.142476544,0.825509197,0.943141397,0.498673727,-0.17246984
515,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Clara,2.431852462,2.431852462,2.707015764,Santa Clara County,0.034917996,0.62790139,0.46976745,-0.369410328,0.355775086,California,Santa Clara County,0.720626344,0.75050426,0.691587479,0.657952064,0.791070361,0.903450781,-1.818043973,-0.662504022,-0.246679404,5.855590078,0.929572516,2.75509344,2.216937439,-1.087001133,-1.217233071,2.148258646,-1.075498231,-2.123741365,-0.955711948,-1.095379403,-0.534856225,0.553953299,0.255998095,-0.294248923,1.347193167,0.146601426,0.480865586,0.98297832,-1.100338539,-0.097299212,-0.492453379,-0.489999104
516,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Clarita,1.134528016,1.134528016,0.707925198,Los Angeles County,0.106578914,0.304256042,-0.538668164,-0.451445863,-0.558182579,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
517,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Cruz,0.924779913,0.924779913,1.863991226,Santa Cruz County,0.121754167,0.36054219,1.062151205,0.677934653,1.064312374,California,Santa Cruz County,-0.323987725,-0.321349045,-0.326524948,-0.338047175,-0.323717301,1.234164186,-0.417001222,-0.809544597,-0.246679404,-0.033037729,-0.190325505,0.737774827,0.879809594,-0.075214873,-0.548527545,0.835912177,0.138828667,-1.149533857,0.364700272,-1.079497373,-1.390290178,-0.179178107,-0.113268006,0.992734016,5.042825913,1.6647306,0.308313716,-1.400689434,0.439323371,2.20091849,0.65115482,-0.065070236
518,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Fe Springs,2.456167287,2.456167287,0.547673151,Los Angeles County,-0.061191941,0.059511812,2.581818077,0.816800076,2.444223717,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
519,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Maria,0.830656693,0.830656693,0.250356091,Santa Barbara County,0.56436572,0.419592389,0.333582659,1.651709851,0.581476273,California,Santa Barbara County,-0.215740176,-0.209586151,-0.22169568,-0.244672214,-0.219459635,2.042255203,-1.067686162,-0.684154168,-0.199211869,0.131843849,-0.035856812,0.651278426,0.554405479,0.108240877,-0.279536976,0.201457816,1.005210896,-1.269578384,1.264423017,-1.148981254,-1.58406251,1.911237119,0.020617949,0.933698102,3.098821838,0.799560211,-1.447113977,-1.142476544,0.825509197,0.943141397,0.498673727,-0.17246984
520,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Monica,2.850324675,2.850324675,3.641794204,Los Angeles County,0.31734632,0.766355261,1.580798155,1.082434106,1.596612192,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
521,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Paula,1.378139163,1.378139163,0.445962173,Ventura County,-0.052761245,-0.091757209,-0.18669587,0.240059029,-0.125305793,California,Ventura County,0.042446041,0.046288339,0.03871519,0.032465128,0.045894089,1.950949545,-1.086598451,-0.72745446,-0.192430793,0.498901649,0.195846227,1.226721784,0.6672379,-0.783094637,-0.779809156,0.273854061,-0.337855531,0.000123345,0.69633869,-0.670535101,-0.10792694,0.970054908,-0.391837171,-0.341477655,-0.222185123,0.734264332,0.142663921,-0.48734136,-0.01037986,1.077242632,-0.111250646,-0.097757072
522,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santa Rosa,0.800423197,0.800423197,0.684461205,Sonoma County,0.63096822,0.511559933,-0.097782038,0.813192609,0.052498339,California,Sonoma County,-0.178784365,-0.17924864,-0.178321301,-0.168872101,-0.169513704,0.800642049,-0.151206902,-0.768048483,-0.111057875,-0.109589891,0.466166439,0.619458105,0.949004646,-0.747885958,-0.822545975,0.405483596,0.525047251,-0.590865096,0.229588324,-0.805532356,-0.602597772,0.628257158,-0.26874847,0.390567687,0.354941087,1.51237355,-0.126516997,-0.976025259,-0.208554165,2.4829935,0.19371154,-0.415286336
523,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Santee,1.603923221,1.603923221,0.610486322,San Diego County,0.002038281,-0.087988048,-0.624494053,0.054123457,-0.547912507,California,San Diego County,1.595901969,1.641268808,1.551773744,1.729183824,1.551847965,1.438343767,-1.120333883,-0.456827634,-0.175478101,1.262460388,1.045424035,0.696295575,0.441310225,-0.225315032,-0.397691712,0.587132355,0.709457926,-0.087601502,-0.467466499,-0.948470625,-0.377317743,-0.233667604,0.046531359,-0.064008856,0.527066448,1.213100774,-0.020685183,-0.547093103,0.2182828,0.78129508,0.117470994,0.224441741
524,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Saratoga,1.20181702,1.20181702,7.107786483,Santa Clara County,-0.123579093,-0.147289524,-0.659427645,-0.686185,-0.706268354,California,Santa Clara County,0.720626344,0.75050426,0.691587479,0.657952064,0.791070361,0.903450781,-1.818043973,-0.662504022,-0.246679404,5.855590078,0.929572516,2.75509344,2.216937439,-1.087001133,-1.217233071,2.148258646,-1.075498231,-2.123741365,-0.955711948,-1.095379403,-0.534856225,0.553953299,0.255998095,-0.294248923,1.347193167,0.146601426,0.480865586,0.98297832,-1.100338539,-0.097299212,-0.492453379,-0.489999104
525,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Sausalito,0.318569059,0.318569059,2.831613728,Marin County,-0.134538998,-0.141510143,1.022949656,-0.650227617,0.801156114,California,Marin County,-0.331927099,-0.332008485,-0.331824711,-0.343304056,-0.328100494,0.103987071,0.179502569,-0.659797753,-0.246679404,0.243727778,0.041377534,2.661266318,4.444063908,-1.229688939,-1.394465175,2.497076915,-1.451278475,-0.927913191,-1.216723666,-1.750513139,-2.16695489,-0.818191292,1.402666516,0.762493949,0.871317169,3.678020185,1.359729779,-1.242774113,-0.886920056,4.300296432,0.19371154,-1.069023057
526,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Scotts Valley,0.507220654,0.507220654,1.819442484,Santa Cruz County,-0.125265233,-0.155079125,-0.118750356,-0.435882396,-0.180800725,California,Santa Cruz County,-0.323987725,-0.321349045,-0.326524948,-0.338047175,-0.323717301,1.234164186,-0.417001222,-0.809544597,-0.246679404,-0.033037729,-0.190325505,0.737774827,0.879809594,-0.075214873,-0.548527545,0.835912177,0.138828667,-1.149533857,0.364700272,-1.079497373,-1.390290178,-0.179178107,-0.113268006,0.992734016,5.042825913,1.6647306,0.308313716,-1.400689434,0.439323371,2.20091849,0.65115482,-0.065070236
527,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Seal Beach,0.461673507,0.461673507,1.570118211,Orange County,-0.116834536,-0.060598806,0.374073363,-0.524425643,0.243752455,California,Orange County,1.514366022,1.520957382,1.507864112,1.53803558,1.585185379,1.394488294,-1.281343904,-0.739181622,-0.226336175,2.766023355,0.775103824,1.325069399,0.941691377,-0.605198152,-0.677994968,0.7161293,-0.30654051,0.854286326,-0.8912267,-0.698328653,0.024405384,0.108130146,-0.210443296,-0.400513569,0.253690875,0.56014199,0.361229623,0.342781072,-0.815780562,0.730429095,0.19371154,-0.42929498
528,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Seaside,0.50447887,0.50447887,0.709864343,Monterey County,-0.078053334,-0.076429285,-0.181023515,-0.182816964,-0.192893282,California,Monterey County,-0.222008002,-0.21080219,-0.232864384,-0.295157128,-0.258722452,2.807209688,-1.700992244,-0.662504022,-0.219555098,0.312428435,1.315744247,0.275046841,-0.196190474,0.026704988,-0.059568053,-0.609380123,0.7372935,-1.597392285,2.839705503,-0.652667817,-1.254807084,0.509370984,-0.327053644,0.597193388,7.0880802,0.233662597,-0.899549376,-1.123270627,0.479974511,1.562781583,0.041230447,-0.270530348
529,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Sebastopol,0.830779374,0.830779374,1.528944031,Sonoma County,-0.125265233,-0.15658679,0.358667856,-0.199264962,0.285867426,California,Sonoma County,-0.178784365,-0.17924864,-0.178321301,-0.168872101,-0.169513704,0.800642049,-0.151206902,-0.768048483,-0.111057875,-0.109589891,0.466166439,0.619458105,0.949004646,-0.747885958,-0.822545975,0.405483596,0.525047251,-0.590865096,0.229588324,-0.805532356,-0.602597772,0.628257158,-0.26874847,0.390567687,0.354941087,1.51237355,-0.126516997,-0.976025259,-0.208554165,2.4829935,0.19371154,-0.415286336
530,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Selma,0.937515579,0.937515579,-0.255683516,Fresno County,-0.042644409,-0.067634575,0.237184999,0.617075129,0.317709192,California,Fresno County,0.121388251,0.130635323,0.112408034,0.057540586,0.021582548,2.735315469,-1.943785132,-0.445100472,-0.138182181,1.101504561,0.2344634,-0.566541177,-1.030909605,2.057689861,1.989285344,-1.020064273,0.695540139,-0.276902487,1.807941536,0.089817084,-0.188271566,1.519903463,-0.359445408,-0.435935118,0.942192318,-0.228849875,-0.828227936,-0.916273516,1.010980021,0.133909812,0.19371154,1.784070775
531,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Shafter,0.490225822,0.490225822,-0.27726679,Kern County,-0.098287005,-0.084721441,0.301801347,-0.123999903,0.248053718,California,Kern County,0.062158953,0.086249262,0.038781782,-0.007946572,-0.053742298,2.656950771,-1.607453089,-0.410821074,-0.131401104,-0.060517993,0.079994707,-0.53509861,-1.124436597,1.620361002,1.496554957,-1.335975159,0.323239342,-1.107979982,3.671872275,-0.069003216,-0.021280776,1.727954267,-0.46309905,-0.618946453,1.347193167,-0.816512781,-0.568249785,-0.734884296,0.772154576,0.161654895,0.42243318,2.101600039
532,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Sierra Madre,2.23382596,2.23382596,2.025897438,Los Angeles County,-0.126951372,-0.179955592,-0.607736986,-0.455517014,-0.620514641,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
533,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Signal Hill,1.553611718,1.553611718,0.583380999,Los Angeles County,-0.059505802,-0.016122699,2.958723425,1.811133813,2.951374495,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
534,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Simi Valley,0.842561139,0.842561139,0.784262414,Ventura County,0.002038281,0.129618219,-0.449384482,-0.445891828,-0.477557299,California,Ventura County,0.042446041,0.046288339,0.03871519,0.032465128,0.045894089,1.950949545,-1.086598451,-0.72745446,-0.192430793,0.498901649,0.195846227,1.226721784,0.6672379,-0.783094637,-0.779809156,0.273854061,-0.337855531,0.000123345,0.69633869,-0.670535101,-0.10792694,0.970054908,-0.391837171,-0.341477655,-0.222185123,0.734264332,0.142663921,-0.48734136,-0.01037986,1.077242632,-0.111250646,-0.097757072
535,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Solana Beach,2.067290612,2.067290612,3.286492378,San Diego County,-0.126951372,-0.162617448,-0.377489945,-0.537469675,-0.42913603,California,San Diego County,1.595901969,1.641268808,1.551773744,1.729183824,1.551847965,1.438343767,-1.120333883,-0.456827634,-0.175478101,1.262460388,1.045424035,0.696295575,0.441310225,-0.225315032,-0.397691712,0.587132355,0.709457926,-0.087601502,-0.467466499,-0.948470625,-0.377317743,-0.233667604,0.046531359,-0.064008856,0.527066448,1.213100774,-0.020685183,-0.547093103,0.2182828,0.78129508,0.117470994,0.224441741
536,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Soledad,0.888417594,0.888417594,0.302475509,Monterey County,-0.103345422,-0.16739172,-0.781549851,-0.351505198,-0.757745251,California,Monterey County,-0.222008002,-0.21080219,-0.232864384,-0.295157128,-0.258722452,2.807209688,-1.700992244,-0.662504022,-0.219555098,0.312428435,1.315744247,0.275046841,-0.196190474,0.026704988,-0.059568053,-0.609380123,0.7372935,-1.597392285,2.839705503,-0.652667817,-1.254807084,0.509370984,-0.327053644,0.597193388,7.0880802,0.233662597,-0.899549376,-1.123270627,0.479974511,1.562781583,0.041230447,-0.270530348
537,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Solvang,0.168105059,0.168105059,1.572907745,Santa Barbara County,-0.13200979,-0.185232418,-0.41659253,-0.437431027,-0.446842289,California,Santa Barbara County,-0.215740176,-0.209586151,-0.22169568,-0.244672214,-0.219459635,2.042255203,-1.067686162,-0.684154168,-0.199211869,0.131843849,-0.035856812,0.651278426,0.554405479,0.108240877,-0.279536976,0.201457816,1.005210896,-1.269578384,1.264423017,-1.148981254,-1.58406251,1.911237119,0.020617949,0.933698102,3.098821838,0.799560211,-1.447113977,-1.142476544,0.825509197,0.943141397,0.498673727,-0.17246984
538,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,Sonoma,0.722353492,0.722353492,1.358979673,Sonoma County,-0.120206815,-0.176437708,-0.540745552,-0.228993863,-0.521819558,California,Sonoma County,-0.178784365,-0.17924864,-0.178321301,-0.168872101,-0.169513704,0.800642049,-0.151206902,-0.768048483,-0.111057875,-0.109589891,0.466166439,0.619458105,0.949004646,-0.747885958,-0.822545975,0.405483596,0.525047251,-0.590865096,0.229588324,-0.805532356,-0.602597772,0.628257158,-0.26874847,0.390567687,0.354941087,1.51237355,-0.126516997,-0.976025259,-0.208554165,2.4829935,0.19371154,-0.415286336
539,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,South El Monte,2.067245332,2.067245332,0.507182425,Los Angeles County,-0.039272131,-0.059091141,0.626316112,0.997257159,0.730259593,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
540,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,South Gate,2.151524285,2.151524285,0.407359319,Los Angeles County,0.398281004,0.538697897,0.884183244,1.360133757,1.022705288,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
541,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,South Lake Tahoe,1.138764288,1.138764288,0.473212622,El Dorado County,-0.045173618,-0.094269984,0.099577941,0.754225129,0.218479419,California,El Dorado County,-0.380268057,-0.377488851,-0.382937649,-0.389789191,-0.395242132,-0.055618094,0.494366609,-0.808642507,-0.029684958,-0.050703613,0.079994707,0.897551695,0.756465106,-0.834981112,-0.86905369,0.69901746,0.518088358,0.110933678,-0.243303495,-1.24228818,-0.19929926,-0.258435557,-0.283864627,-0.341477655,0.405566193,1.789881033,0.637312615,-1.902177279,0.881404513,2.519986944,-0.035010099,0.887517557
542,CA,0.721953744,-0.032126228,-0.032126228,1.331152439,South Pasadena,3.175003671,3.175003671,2.350470387,Los Angeles County,-0.116834536,-0.043009385,0.465312476,-0.544595614,0.321703313,California,Los Angeles County,5.946682005,5.951788057,5.941308366,5.83825993,5.925335746,2.490875126,-2.158465159,-0.178082004,-0.205992945,1.994613112,0.504783612,0.185931819,0.021421053,0.499242527,0.371571036,-0.052587187,0.46241721,0.397193704,-0.516598117,-0.019371872,-0.857810111,0.157666052,0.793701366,0.154424028,0.618191639,0.309841122,1.161870301,-0.066945167,-0.658257396,1.35006928,-0.111250646,0.532631909
